Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Ocelot.AcceptanceTests,HttpDelegatingHandlersTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\HttpDelegatingHandlersTests.cs,GivenThereIsAServiceRunningOn,The length of the statement  "                _downstreamPath = !string.IsNullOrEmpty(context.Request.PathBase.Value) ? context.Request.PathBase.Value : context.Request.Path.Value; " is 134.
Long Statement,Ocelot.AcceptanceTests,LoadBalancerTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\LoadBalancerTests.cs,should_load_balance_request_with_custom_load_balancer,The length of the statement  "            Func<IServiceProvider' DownstreamRoute' IServiceDiscoveryProvider' CustomLoadBalancer> loadBalancerFactoryFunc = (serviceProvider' route' serviceDiscoveryProvider) => new CustomLoadBalancer(serviceDiscoveryProvider.Get);" is 220.
Long Statement,Ocelot.AcceptanceTests,OpenTracingTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\OpenTracingTests.cs,GivenServiceOneIsRunning,The length of the statement  "                        _downstreamPathOne = !string.IsNullOrEmpty(context.Request.PathBase.Value) ? context.Request.PathBase.Value : context.Request.Path.Value;" is 137.
Long Statement,Ocelot.AcceptanceTests,OpenTracingTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\OpenTracingTests.cs,GivenServiceTwoIsRunning,The length of the statement  "                        _downstreamPathTwo = !string.IsNullOrEmpty(context.Request.PathBase.Value) ? context.Request.PathBase.Value : context.Request.Path.Value;" is 137.
Long Statement,Ocelot.AcceptanceTests,RoutingTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RoutingTests.cs,should_not_match_forward_slash_in_pattern_before_next_forward_slash,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}/"' "/api/v1/aaaaaaaaa/cards"' 200' "Hello from Laura")) " is 129.
Long Statement,Ocelot.AcceptanceTests,RoutingTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RoutingTests.cs,bug,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}"' "/api/v1/vacancy/1"' 200' "Hello from Laura")) " is 122.
Long Statement,Ocelot.AcceptanceTests,RoutingTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RoutingTests.cs,should_return_response_201_with_complex_query_string,The length of the statement  "                .When(x => _steps.WhenIGetUrlOnTheApiGateway("/newThing?DeviceType=IphoneApp&Browser=moonpigIphone&BrowserString=-&CountryCode=123&DeviceName=iPhone 5 (GSM+CDMA)&OperatingSystem=iPhone OS 7.1.2&BrowserVersion=3708AdHoc&ipAddress=-")) " is 233.
Long Statement,Ocelot.AcceptanceTests,RoutingTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RoutingTests.cs,should_return_404_when_calling_upstream_route_with_no_matching_downstream_re_route_github_issue_134,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}"' "/api/v1/vacancy/1"' 200' "Hello from Laura")) " is 122.
Long Statement,Ocelot.AcceptanceTests,RoutingTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RoutingTests.cs,should_not_set_trailing_slash_on_url_template,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}"' "/api/swagger/lib/backbone-min.js"' 200' "Hello from Laura")) " is 137.
Long Statement,Ocelot.AcceptanceTests,RoutingTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RoutingTests.cs,should_fix_issue_271,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}/"' "/api/v1/modules/Test"' 200' "Hello from Laura")) " is 126.
Long Statement,Ocelot.AcceptanceTests,RoutingTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RoutingTests.cs,GivenThereIsAServiceRunningOn,The length of the statement  "                _downstreamPath = !string.IsNullOrEmpty(context.Request.PathBase.Value) ? context.Request.PathBase.Value : context.Request.Path.Value; " is 134.
Long Statement,Ocelot.AcceptanceTests,RoutingWithQueryStringTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RoutingWithQueryStringTests.cs,should_return_response_200_with_query_string_template,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}"' $"/api/subscriptions/{subscriptionId}/updates"' $"?unitId={unitId}"' 200' "Hello from Laura")) " is 170.
Long Statement,Ocelot.AcceptanceTests,RoutingWithQueryStringTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RoutingWithQueryStringTests.cs,should_return_response_200_with_odata_query_string,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}"' $"/odata/customers"' "?$filter=Name%20eq%20'Sam'"' 200' "Hello from Laura")) " is 152.
Long Statement,Ocelot.AcceptanceTests,RoutingWithQueryStringTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RoutingWithQueryStringTests.cs,should_return_response_200_with_query_string_upstream_template,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}"' $"/api/units/{subscriptionId}/{unitId}/updates"' ""' 200' "Hello from Laura")) " is 154.
Long Statement,Ocelot.AcceptanceTests,RoutingWithQueryStringTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RoutingWithQueryStringTests.cs,should_return_response_404_with_query_string_upstream_template_no_query_string,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}"' $"/api/units/{subscriptionId}/{unitId}/updates"' ""' 200' "Hello from Laura")) " is 154.
Long Statement,Ocelot.AcceptanceTests,RoutingWithQueryStringTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RoutingWithQueryStringTests.cs,should_return_response_404_with_query_string_upstream_template_different_query_string,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}"' $"/api/units/{subscriptionId}/{unitId}/updates"' ""' 200' "Hello from Laura")) " is 154.
Long Statement,Ocelot.AcceptanceTests,RoutingWithQueryStringTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RoutingWithQueryStringTests.cs,should_return_response_200_with_query_string_upstream_template_multiple_params,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}"' $"/api/units/{subscriptionId}/{unitId}/updates"' "?productId=1"' 200' "Hello from Laura")) " is 166.
Long Statement,Ocelot.AcceptanceTests,RoutingWithQueryStringTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RoutingWithQueryStringTests.cs,should_return_response_200_with_query_string_upstream_template_multiple_params,The length of the statement  "                .When(x => _steps.WhenIGetUrlOnTheApiGateway($"/api/subscriptions/{subscriptionId}/updates?unitId={unitId}&productId=1")) " is 121.
Long Statement,Ocelot.AcceptanceTests,ServiceDiscoveryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\ServiceDiscoveryTests.cs,GivenThereIsAServiceRunningOn,The length of the statement  "                _downstreamPath = !string.IsNullOrEmpty(context.Request.PathBase.Value) ? context.Request.PathBase.Value : context.Request.Path.Value; " is 134.
Long Statement,Ocelot.AcceptanceTests,ServiceFabricTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\ServiceFabricTests.cs,should_fix_issue_555,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}"' "/OcelotServiceApplication/OcelotApplicationService/a"' 200' "Hello from Laura"' "b=c")) " is 164.
Long Statement,Ocelot.AcceptanceTests,ServiceFabricTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\ServiceFabricTests.cs,should_support_service_fabric_naming_and_dns_service_stateless_and_guest,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}"' "/OcelotServiceApplication/OcelotApplicationService/api/values"' 200' "Hello from Laura"' "test=best")) " is 179.
Long Statement,Ocelot.AcceptanceTests,ServiceFabricTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\ServiceFabricTests.cs,should_support_service_fabric_naming_and_dns_service_statefull_and_actors,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}"' "/OcelotServiceApplication/OcelotApplicationService/api/values"' 200' "Hello from Laura"' "PartitionKind=test&PartitionKey=1")) " is 203.
Long Statement,Ocelot.AcceptanceTests,ServiceFabricTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\ServiceFabricTests.cs,should_support_placeholder_in_service_fabric_service_name,The length of the statement  "            this.Given(x => x.GivenThereIsAServiceRunningOn($"http://localhost:{port}"' "/Service_1.0/Api/values"' 200' "Hello from Laura"' "test=best")) " is 141.
Long Statement,Ocelot.AcceptanceTests,ServiceFabricTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\ServiceFabricTests.cs,GivenThereIsAServiceRunningOn,The length of the statement  "                _downstreamPath = !string.IsNullOrEmpty(context.Request.PathBase.Value) ? context.Request.PathBase.Value : context.Request.Path.Value; " is 134.
Long Statement,Ocelot.AcceptanceTests,SslTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\SslTests.cs,GivenThereIsAServiceRunningOn,The length of the statement  "                _downstreamPath = !string.IsNullOrEmpty(context.Request.PathBase.Value) ? context.Request.PathBase.Value : context.Request.Path.Value; " is 134.
Long Statement,Ocelot.AcceptanceTests,StartupTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\StartupTests.cs,GivenThereIsAServiceRunningOn,The length of the statement  "                _downstreamPath = !string.IsNullOrEmpty(context.Request.PathBase.Value) ? context.Request.PathBase.Value : context.Request.Path.Value; " is 134.
Long Statement,Ocelot.AcceptanceTests,TwoDownstreamServicesTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\TwoDownstreamServicesTests.cs,GivenProductServiceTwoIsRunning,The length of the statement  "                _downstreamPathTwo = !string.IsNullOrEmpty(context.Request.PathBase.Value) ? context.Request.PathBase.Value : context.Request.Path.Value; " is 137.
Long Statement,Ocelot.AcceptanceTests,UpstreamHostTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\UpstreamHostTests.cs,GivenThereIsAServiceRunningOn,The length of the statement  "                _downstreamPath = !string.IsNullOrEmpty(context.Request.PathBase.Value) ? context.Request.PathBase.Value : context.Request.Path.Value; " is 134.
Long Statement,Ocelot.AcceptanceTests,WebSocketTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\WebSocketTests.cs,Echo,The length of the statement  "                    await webSocket.SendAsync(new ArraySegment<byte>(buffer' 0' result.Count)' result.MessageType' result.EndOfMessage' CancellationToken.None); " is 140.
Long Statement,Ocelot.AcceptanceTests,WebSocketTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\WebSocketTests.cs,Message,The length of the statement  "                    await webSocket.SendAsync(new ArraySegment<byte>(bytes)' result.MessageType' result.EndOfMessage' CancellationToken.None); " is 122.
Empty Catch Block,Ocelot.AcceptanceTests,RandomPortFinder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\RandomPortFinder.cs,GetRandomPort,The method has an empty catch block.
Magic Number,Ocelot.AcceptanceTests,AggregateTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\AggregateTests.cs,should_fix_issue_597,The following statement contains a magic number: this.Given(x => x.GivenServiceIsRunning($"http://localhost:{port}"' 200' "some_data"))                 .And(x => _steps.GivenThereIsAConfiguration(configuration))                 .And(x => _steps.GivenOcelotIsRunning())                 .When(x => _steps.WhenIGetUrlOnTheApiGateway("/EmpDetail/US/1"))                 .Then(x => _steps.ThenTheStatusCodeShouldBe(HttpStatusCode.OK))                 .And(x => _steps.ThenTheResponseBodyShouldBe(expected))                 .BDDfy();
Magic Number,Ocelot.AcceptanceTests,AggregateTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\AggregateTests.cs,should_return_response_200_with_advanced_aggregate_configs,The following statement contains a magic number: this.Given(x => x.GivenServiceOneIsRunning($"http://localhost:{port1}"' "/"' 200' commentsResponseContent))                 .Given(x => x.GivenServiceTwoIsRunning($"http://localhost:{port2}"' "/users/1"' 200' userDetailsResponseContent))                 .Given(x => x.GivenServiceTwoIsRunning($"http://localhost:{port3}"' "/posts/2"' 200' postDetailsResponseContent))                 .And(x => _steps.GivenThereIsAConfiguration(configuration))                 .And(x => _steps.GivenOcelotIsRunning())                 .When(x => _steps.WhenIGetUrlOnTheApiGateway("/"))                 .Then(x => _steps.ThenTheStatusCodeShouldBe(HttpStatusCode.OK))                 .And(x => _steps.ThenTheResponseBodyShouldBe(expected))                 .BDDfy();
Magic Number,Ocelot.AcceptanceTests,AggregateTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.AcceptanceTests\AggregateTests.cs,should_return_response_200_with_advanced_aggregate_configs,The following statement contains a magic number: this.Given(x => x.GivenServiceOneIsRunning($"http://localhost:{port1}"' "/"' 200' commentsResponseContent))                 .Given(x => x.GivenServiceTwoIsRunning($"http://localhost:{port2}"' "/users/1"' 200' userDetailsResponseContent))                 .Given(x => x.GivenServiceTwoIsRunning($"http://localhost:{port3}"' "/posts/2"' 200' postDetailsResponseContent))                 .And(x => _steps.GivenThereIsAConfiguration(configuration))                 .And(x => _steps.GivenOcelotIsRunning())                 .When(x => _steps.WhenIGetUrlOnTheApiGateway("/"))                 .Then(x => _steps.ThenTheStatusCodeShouldBe(HttpStatusCode.OK))                 .And(x => _steps.ThenTheResponseBodyShouldBe(expected))                 .BDDfy();
